name,postcode
Arden Parents & Friends Association,2119
Ovcare National Cancer Centre,3052
Inglewood Primary School Parents And Citizens Assoc Inc Building Fund,6052
Lighthouse Foundation,3121
Friends Of The Hound Inc ,2484
The Trustee For Community Enterprise Charitable Fund,3550
Every Nation Ministries And Churches,2147
El Brown Estate,2001
International Research Centre For Healthy Ageing And Longevity Limited,
Rangeville Community Church,4350
Kaldor Public Art Projects,2040
The Trustee For The Australian Student Christian Movement Trust,3065
Greening Australia (Capital Region) Ltd,2614
Rainbow Preschool Assn Broken Hill Inc,2880
Uca - Uniting Church Cowra Congregation ,2794
Black Dog Institute,2031
The Trustee For Melb Rotary Club Fund,3000
Rex Theatre Museum Ltd,3525
Red Dust Role Models Limited,3141
Temora Aviation Museum Incorporated,2666
Childs Vision Pty Ltd,2484
St Edmund's College Foundation Limited,4305
The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Carroll College,2537
Nhill Lutheran School,3418
Mersey Leven Child Care Services Inc,7310
The Gums Rural Fire Brigade,4031
Crossculture Church Of Christ Inc,3000
Warddeken Land Management Limited,886
Public Education Foundation Ltd,2010
Ngala Family Services,6151
Unity Housing Company Ltd,5067
Titans 4 Tomorrow Limited,4226
Outback College Of Rural Education Limited,4470
Dingee Bush Nursing Centre Incorporated,3571
Hamerkaz Shelanu Incorporated,3185
The Roman Catholic Archbishop Of Perth Vietnamese Catholic Community In Western Australia Inc,6022
Tpi Assn Of Wa,6149
Qcwa Branch Tambo,4480
Children Of Phoenix,3352
Springvale Vietnamese Alliance Church,3171
Melville Baptist Church Incorporated,6156
Insight Education Centre For The Blind And Vision Impaired,3806
Monashlink Community Health Service Limited,3150
Pitjantjatjara Bible Translation Project - Godaku Tjukurpa Tjunkupai I,872
Emu Heights Public School P&C Assn,2750
Melbourne Indigenous Transition School,3121
Lutheran Church Of Australia - Queensland District (Lutheran Community Care),4064
Health Education Australia Limited,3000
The Trustee For Matt Battista Trust,6163
The Trustee For The R E Walker Scholarship Fund,2060
Association Of Australian Medical Research Institutes Limited,3052
The Trustee For Rotary Club Of Albury Foundation,2640
Rock Impact Incorporated,4868
Australia And New Zealand Child Neurology Society Limited,4101
Lifeline & Youthline Incorporated,5000
Voice To The Nations Incorporated,2142
World Day Of Prayer Australia New South Wales Committee,2122
A Taste Of Paradise Organic Farm Limited,
Western Downs Community Church,4413
Livefit Australia Limited,6054
Tully State High School P&C Assn,4854
Arts Health Institute Ltd,2300
Chapter Seven Limited,3132
Ludwig Institute For Cancer Research Ltd,3084
The Biography Program,3136
Send Hope,2600
THE TRUSTEE FOR BARTERCARD CHARITY FOUNDATION PUBLIC TRUST,4215
First Voice Australia,4060
St Dominic's School,6018
Coal City Christian Church Ltd,4717
Australians Detained Abroad Limited,3000
Shift3D LTD,3218
Trojans Trek Foundation Limited,5156
Hartley Ridge/Singleton Preschool Association Incorporated,3802
Collie-Cardiff RSL Sub-Branch,6225
Holy Cross Lutheran Church Inc,5253
4 Paws Rescue NSW Incorporated,2541
The Difference Incubator Ltd,3000
Australia Timor-Leste Advancement Society Ltd,2170
EMERIKUS LAND FOUNDATION LIMITED,4350
LOINSW Fund Limited,2038
Australian Drug Treatment And Rehabilitation Programme Inc.,5112
Giving out Grants Ltd,
St Lazarus' Sanctuary Limited,3550
Lakes Entrance Aboriginal Health Association Inc,3909
Burdekin Singers & Theatre Company Inc,4807
Iman People's Native Title Charitable Trust,4000
Albany Community Legal Centre Inc,6330
Christian Science Committee On Publication Victoria,3030
Lismore And District Financial Counselling Service Incoporated,2480
The Trustee For The Mary Thomson Memorial Scholarship Trust,2001
Tamil Senior Citizens Assocation Housing Sub Committee,2607
The Trustee For Samuel Laurie & Eileen Fanny Gluyas Trust,2001
Aboriginal Prisoners & Offenders Support Services Inc,5000
Church Property Trust - St Michaels Sydney Ordinance 1994,2000
Catholic Parish St Canice Elizabeth Bay,2011
Church Of Hope Inc,3805
The Trustee For The Hugh D T Williamson Foundation Trust,3000
Emmanuel Wesleyan Methodist Church,4114
Birchip RSL Sub-Branch Building Patriotic Fund,3000
Seaforth District Rural Fire Brigade,4031
Karalee Primary P&C Association,4306
Strathfield Musical Society Incorporated,2193
Marcoola Surf Lifesaving Club Inc ,4564
H.E.L.P.Australia Incorporated,2558
Glanvill Hall Citizens Club Inc,5014
Credit Union Foundation Australia,2000
Ballina Salt & Light Incorporated,2478
Melbourne Tramcar Preservation Association Inc.,3351
CCCAust(NSW),2762
The White Knight Foundation,2086
Uca - Nowra,2541
Samford Farmers Hall,4520
Leonora Aboriginal Corporation,6438
Sacred Heart School Board Of Management Geeveston,7116
The Gowrie (Qld) Inc.,4006
Planet X Housing Co-Operative Ltd,2008
Carers Australia Inc,2600
THE TRUSTEE FOR FONDA FAMILY CHARITABLE FOUNDATION,3161
Brompton Children's Centre Inc,5007
Ucount Support Services Incorporated,5159
Bidwell-Maap Aboriginal Corporation,3909
History Queensland Inc.,4122
Bondi Public School P&C Association,2026
Friends Of Rivers Peel (For Peel) Inc,6208
Victoria State Emergency Service Lilydale Unit,3140
Church Of Christ Pendle Hill,2145
Ermington Gospel Trust,2114
Trees For The Evelyn & Atherton Tablelands,4884
St John's Lutheran Church Geelong,3220
Catholic Parish Of St Peter The Fisherman Camden Haven,2443
Orana NSW Inc,
Darwin Community Church Inc,810
Meals On Wheels Mitchell Qld Branch Inc ,4465
Evangelical Presbyterian Churchof Australia Brisbane Congregation,4074
Peace Presbyterian Church,4508
Saint Giles Anglican Church Greenwich,2065
Victoria State Emergency Service Edenhope Unit,3318
The Trustee For John & Beryl Neilsen Winchester Foundation,4744
Central Coast Kids In Need Inc,2261
Uniting Church In Australia Wakefield Parish,5461
Mary Potter Foundation Inc,5006
Supporting Schools In Kenya Incorporated,2450
Morayfield State School P & C Association,4506
Hamilton Pastoral & Agricultural Society Inc.,3300
The Trustee For The Sadleir Parish - Acpt (1388) Trust,2000
The Breakthrough Centre,6000
Toowoomba Community Access Assn Inc,4350
Australian Volunteer Coast Guard Assoc Inc Sunshine Coast Squadron,4557
Christian Women Communicating Intl In Aust ,2196
Carina Meals On Wheels Inc,4152
Greenmount Returned Soldiers Memorial Hall Association Inc ,4359
"NATIONAL HOME MISSION FUND OF THE ANGLICAN CHURCH OF AUSTRALIA AS THE OPERATOR OF A PBI
",3000
Community Links Wollondilly Incorporated,2573
Saint John Of God Hospital Auxiliary,3220
Regional and Remote Indigenous Services Trust,4000
Shri Ram Chandra Mission Incorporated,2035
Organic Trust Australia - Research and Education,2615
Feeding Young Minds Inc,3056
The Trustee For Australian Cervical Cancer Foundation Health Promotion Charitable Trust,4006
Golden Beach State School P&C Assn,4551
The Association Of The True Jesus Church Inc,4155
Faith Lutheran College Redlands,4165
Connections Church Inverloch Inc.,3996
Currajong Disability Services Inc,2870
Ocean Grove RSL Sub-Branch Welfare Patriotic Fund,3000
The Trustee For The Valasi Bleazard Memorial Scholarship ,2320
Ulmarra Rsl Sub-Branch,2462
Jewish Taskforce Against Family Violence Inc,3161
Nords Wharf P & C Association Incorporated,2281
Lakes Entrance Baptist Church,3909
Macleay Valley Coast Diabetes Group Incorporated,2440
Ukrainian Authocephalic Orthodox Church In Australia And New Zealand,2135
Caboolture Family Network Association Inc,4510
St Judes Catholic Primary School,6147
The Trustee For Madin Bequest,6846
Ac Macbean Estate,2001
Alfred Healthcare Trustsa C H Power Scholarship,3000
St Aloysius College Community,2061
Glenmoy Avenue Gospel Trust,6155
Members Church Of God International (New South Wales) Inc,2760
Edmonton Congregation of Jehovah's Witnesses,4869
St Mary's Catholic Primary School Donnybrook,6239
Borania Rural Fire Brigade,4031
Mackenzie State Primary School P&C Association,4156
Anglican Parish Of Westmeadows/Bulla,3049
Mackenzie Special School P&C Association,4156
The Trustee For Flinders Queensland Charitable Foundation,5000
Cromwell College ,4067
Monash University,3168
Southern Gold Coast 60 & Better Program Inc.,4221
Blackheath & Thornburgh College Foundation Inc.,4820
Karen Youth Organisation-Australia Inc,2141
Ballarat Pink Phoenix Breast Cancer Support Group Inc.,3356
Motor Neurone Disease Association Of NSW Inc,2111
Friends Of Stony Creek,3013
Vietnam Legion Veterans Association Capricorn Coast Incorporated ,4703
Fitzroy Crossing Fire And Emergency Services Unit,6765
Glenorie Community Church Inc ,2157
Hervey Bay Sub Branch Returned Services League Of Australia,4655
Werribee Gospel Trust,3030
Maitreya Kadampa Buddhist Centre,5063
KARRATHA & DISTRICTS SUB-BRANCH OF THE RETURNED & SERVICES LEAGUE OF AUS,6714
St Pauls Burwood Parish,2134
Change for ME Inc.,4060
Tristan Knowles Kids Cancer Foundation,2094
Christian Aboriginal Parent Directed School Kurrawang ,6430
Conservatorium Mid North Coast Incorporated,2444
"NGARUWANATIRRI INC AS THE OPERATOR OF A PBI
",822
Evangelical Lutheran Congregations Of The Reformation,4610
Mount Martin Rural Fire Brigade,4031
The Turkish Islamic Society  Mildura Inc.,3500
The Trustee For Lithgow Gospel Trust,2790
Warialda P & A Assn Inc,2402
The Trustee For The Golden Gift Trust,2481
Australian Council on African Affairs,
The Hospital Patients Comforts Fund Inc,
National Trust Of Australia (NSW) St Andrew's Anglican Church Summer Hill Conservation Appeal,2130
Marta Marta Aboriginal Corporation,
Murputja Homelands Council (Aboriginal Corporation),872
The Household of God Ministry Inc.,6110
St Marys College Parents And Friends Association,7001
Hare Krishna Food For Life Incorporatedsouth Australia,5084
The Trustee For The Australian Gas Industry Trust,2600
Nillirr Irbanjin Aboriginal Corporation,6725
Longford Show Society Inc,7300
Allansford Uniting Church,3277
Returned Services League City of South Perth Sub-branch,6151
Mount Pleasant Church Of Christ,6153
The Trustee For Genesis Charitable Foundation Trust,2088
The Trustee For Parry Bequest,6846
The Trustee for Beit Rafael Benevolent Institution,3051
Jigsaw Search & Contact Inc.,6011
Warragul District Parent Controlled Christian School Association Inc,3818
The Perth Chevra Kadisha Inc,6050
Birralee Kindergarten & Community Preschool Assoc Inc,4680
Vietnam Veterans Association Of Australia Caboolture Sub Branch Inc.,4511
The Community Of The Holy Name,3192
Aef Bimbadeen College Inc,2590
The Rigg Memorial Trust Fund,3000
Millthorpe & Blayney Baptist Church,2799
The Trustee For Mazda Foundation,3149
Anglican Parish Of Berridale & Snowy Mountains,2627
Huntingdale Congregation of Jehovah's Witnesses,6108
Autism Regional Education Inc,4817
Uniting Church In Australia St Stephen's Sydney,2000
Wilsonton Glencoe Lutheran Parish,4350
Tully Congregation of Jehovah's Witnesses,4854
Glyde-In Community Learning Centre Incorporated,6158
Fairfield-Alphington Rsl Sub Branch Building Patriotic Fund No 2492,3000
Sunshine Rsl Sub-Branch Building Patriotic Fund No 1973,3000
Church Of The Ascension Anglican Church Springvale,3171
The Trustee For Dorothy Ealanor Seary Estate,5000
Uca - Swan View Uniting Church ,6056
Ngulingah Local Aboriginal Land Council,2480
Richmond Congregational Church,7025
Returned & Services League City of Belmont Sub-branch,6104
Katanning Baptist Church,6317
Joblink Plus Limited,2340
Deloraine Hospital Auxiliary,7304
Werris Creek Sub Branch Of The Rsl,2341
The Roman Catholic Trust Corporation For The Diocese Of Cairns,4870
Returned & Services League Mt Hawthorn Sub-branch,6016
Powerhouse Christian Centre Murwillumbah Inc.,2484
Diamond Pregnancy Support Inc,2747
"KADINA ASSEMBLY OF GOD INCORPORATED AS THE OPERATOR OF A PBI
",5554
Sydney Juan Church In Australia Incorporated,2128
Hillside Private Rescue,3992
Mount Gravatt Congregation of Jehovah's Witnesses,4122
Fibromyalgia Support Network Of Western Australia Inc.,6009
Berrabri Pre School Association Inc,3179
State Theatre Company of South Australia Foundation,5000
Australian Council Of Stoma Associations Incorporated,2903
Bundaberg Regional Friends Of The Library,4670
Wyndham Common Equity Rental Housing Co Operative Ltd,
The Trustee For The Helen Champney Penny Trust,2001
Christian Family Centre Ringwood East,3135
Smithfield Congregation of Jehovah's Witnesses,4870
Little Sisters of Jesus,872
Wentworth District Sub-Branch Of The Returned And Services League Of Australia,2648
J Askew Estate,3000
Hope Centre Incorporated,
Wellspring Charities Inc.,3820
Dalby Broadcasting Association Inc,4405
Living Hope Inc,6110
The Trustee For Tiwi Plantations Corporation Trust,810
LAM Australia Research Alliance,2022
Woden Valley Bible Church Incorporated,2903
Tinana Rural Fire Brigade,4650
Prayer Centre For New Life Incorporated,2756
Whyalla Assembly Of God Inc,
Carers Victoria Incorporated,3011
Australian Indigenous Education Support,4069
The Trustee For Aussies For Orphans Overseas Aid Fund,2478
Warrumbungle Regional Radio Incorporated,2357
The Trustee For The Doepke Foundation,5000
Laidley Congregation of Jehovah's Witnesses,4343
The Trustee For St Patricks Cathedral Melbourne Music Trust,8002
Falemaama Christian Centre Incorporated,2141
Healthserve Australia Overseas Aid Fund,2260
Grace Community Oakey Inc.,4401
North Bendigo Kindergarten Inc,3550
The Trustee For Goulburn Valley Community Fund,3630
Springwood Faulconbridge Gospel Trust,2780
Ccc Westside Sydney Inc,2136
Catholic Parish Of Ourlady Help Of Christians South Lismore - Our Lady H,2480
The Philip Alfred Archer Trust,7250
Lara Jean Association Inc,2229
Returned And Services League Of Australia,4570
Terrace Christian Church Incorporated,2324
Killarney Heights High School P&C Assn,2087
Harvest Church Central Coast,2258
Maroondah City Church Incorporated,3134
Returned And Services League Of Australia (Qld Branch) Beenleigh & District Sub Branch Inc,4207
Highfields District Kindergarten Assoc Inc,4352
The Trustee For Thomas Joseph Kelly Estate,3011
Peace Evangelical Lutheran Church Tanunda,5352
Woonona Surf Life Saving Club Inc,2517
The Evangelical Lutheran Saint Johns Church Of Downfall Creek,4418
Evangelical Presbyterian Church,7290
The Trustee For The Paul Finnimore Trust,4152
Wolfram Road Rural Fire Brigade,4031
The Trustee For Syred Memorial Gift,6846
Priority Television Network Inc,6017
Christian College Geelong Foundation Ltd,3216
PFO Research Foundation Ltd,4215
Muslim Aid Limited,2200
Jesus Collective Ltd,2234
Tooleybuc Pre-School Association Incorporated,2736
WILL2LIVE Limited,2040
"Circular Head Catholic Parish
",7330
Catholic Church Of The Diocese Of Darwin,820
St Lukes Lutheran Church Crows Nest,4355
Gods Royal Assembly Inc,3076
Sids And Kids Western Australia Inc,6151
The Trustee For Reddie Arthur Daniel Estate,3000
Good Old Days Working Farm Museum Inc,3335
St Andrews Presbyterian Church Miles,4415
Convoy For Kids Inc.,3114
Molong Advancement Group Incorporated,2866
Ebenezer Pentecostal Assembly,5159
Northern Illawarra Meals On Wheels Inc,2516
The Trustee For The Hart Family Perpetual Trust,2001
The Trustee For The Anglican Diocese Of Melbourne Aborigines' Trust Fund,3000
Xavier Catholic Primary School P and F Association,
True Buddha School Buddhist Meditation Association Inc,3166
Midwest Church of Christ,6530
"Scottsdale Catholic Parish
",7260
Frankston Rsl Sub Branch Inc,3199
U3A Croydon Inc,3136
